school_name,year,StudentID,First Name,Last Name,Year Level,Class,Subject,Answers,Correct Answers,Question Number,Subject Contents,Assessment Areas,sydney_correct_count_percentage,sydney_average_score,sydney_participants,student_score,student_total_assessed,student_area_assessed_score,total_area_assessed_score,participant,correct_answer_percentage_per_class,average_score,school_percentile,sydney_percentile,strength_status,high_distinct_count,distinct_count,credit_count,participant_count,award
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,B,C,10,Subject Content 6 for Science,Assessment Area 6 for Science,67.96,51.87,47,67.01,71,41.5,55.62,37,17.97,25.01,23,71,E,86,46,24,39,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,A,B,5,Subject Content 7 for Science,Assessment Area 7 for Science,28.19,28.3,96,44.52,77,18.21,37.51,51,29.51,1.43,18,94,E,20,96,94,21,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,C,Z,4,Subject Content 8 for Science,Assessment Area 8 for Science,21.13,14.44,11,32.77,81,97.94,26.55,60,44.71,58.91,71,64,E,28,86,13,31,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,A,D,6,Subject Content 9 for Science,Assessment Area 9 for Science,20.81,78.71,11,31.27,57,37.16,2.74,79,39.46,94.66,5,4,E,65,96,4,14,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,C,D,2,Subject Content 10 for Science,Assessment Area 10 for Science,66.21,3.91,62,42.95,54,67.55,4.9,95,23.67,21.94,61,76,E,69,26,16,7,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,B,B,1,Subject Content 1 for Science,Assessment Area 1 for Science,25.13,45.2,10,77.69,50,10.38,87.9,29,15.95,0.24,43,52,E,77,58,6,45,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,D,C,11,Subject Content 2 for Science,Assessment Area 2 for Science,66.58,49.04,86,11.55,86,10.49,92.52,13,24.72,32.89,87,2,E,46,95,56,11,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,B,A,22,Subject Content 3 for Science,Assessment Area 3 for Science,69.91,1.73,21,26.41,84,10.39,97.78,79,32.79,90.18,20,84,E,85,83,3,20,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,A,Z,16,Subject Content 4 for Science,Assessment Area 4 for Science,19.2,64.32,62,89.91,94,75.96,43.85,37,84.54,71.68,91,19,E,77,25,91,15,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,C,D,9,Subject Content 5 for Science,Assessment Area 5 for Science,14.18,75.43,91,49.8,48,93.94,2.07,98,89.57,62.21,26,19,E,31,70,74,93,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,A,C,18,Subject Content 6 for Science,Assessment Area 6 for Science,0.24,83.91,89,72.78,84,3.38,42.43,86,78.05,47.65,7,37,E,49,53,54,16,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,D,Z,7,Subject Content 7 for Science,Assessment Area 7 for Science,80.18,28.66,49,10.95,67,39.87,5.64,83,76.05,10.14,77,2,E,1,71,22,70,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,B,A,15,Subject Content 8 for Science,Assessment Area 8 for Science,70.4,42.62,42,38.81,91,31.1,64.49,88,64.97,26.57,92,97,E,17,79,25,36,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,A,C,23,Subject Content 9 for Science,Assessment Area 9 for Science,69.06,7.19,12,35.03,73,68.55,67.97,70,84.53,54.45,91,44,E,29,89,93,93,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,A,A,13,Subject Content 10 for Science,Assessment Area 10 for Science,4.81,42.81,31,37.79,19,24.13,71.6,79,71.51,24.91,29,79,E,56,69,93,46,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,B,B,25,Subject Content 1 for Science,Assessment Area 1 for Science,29.25,77.39,46,27.35,29,92.98,16.87,71,55.16,38.04,97,24,E,10,18,27,42,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,C,D,19,Subject Content 2 for Science,Assessment Area 2 for Science,23.61,5.53,49,17.48,75,77.46,23.35,38,93.03,3.19,86,43,E,74,9,22,23,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,B,Z,21,Subject Content 3 for Science,Assessment Area 3 for Science,1.59,11.3,16,77.92,36,80.44,27.37,73,92.28,95.36,62,43,E,29,100,4,98,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,A,A,3,Subject Content 4 for Science,Assessment Area 4 for Science,78.53,21.83,52,85.25,44,70.37,5.79,42,38.17,3.68,7,11,E,53,8,88,14,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Science,C,A,20,Subject Content 5 for Science,Assessment Area 5 for Science,26.55,26.51,28,20.3,59,97.43,40.01,11,13.88,14.89,95,52,E,80,94,73,18,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,C,A,25,Subject Content 1 for Math,Assessment Area 1 for Math,14.42,3.49,27,73.91,81,43.1,61.33,69,71.47,24.14,63,99,E,62,91,34,3,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,B,B,20,Subject Content 2 for Math,Assessment Area 2 for Math,23.82,54.23,13,0.97,75,50,12.61,96,35.64,84.37,92,82,E,67,75,72,17,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,A,Z,17,Subject Content 3 for Math,Assessment Area 3 for Math,21.81,85.64,29,54.72,44,18.77,68.33,88,62.79,37.85,51,52,E,6,78,77,52,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,D,B,22,Subject Content 4 for Math,Assessment Area 4 for Math,23.16,17.03,70,46.86,31,11.53,27.83,27,4.16,34.34,90,56,E,66,100,34,47,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,C,A,2,Subject Content 5 for Math,Assessment Area 5 for Math,31.99,85.22,91,97.31,66,3.53,43.33,52,9.3,57.66,81,12,E,36,38,77,21,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,B,C,5,Subject Content 6 for Math,Assessment Area 6 for Math,94.97,70.44,49,92.89,100,83.9,41.43,17,86.15,74.46,79,36,E,56,46,76,5,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,D,B,13,Subject Content 7 for Math,Assessment Area 7 for Math,13.33,72.61,26,24.99,12,53.31,45.41,85,54.03,98.3,98,93,E,27,67,1,95,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,B,A,1,Subject Content 8 for Math,Assessment Area 8 for Math,38.32,8.69,19,77.43,51,80.98,5.84,44,32.6,7.5,92,94,E,22,58,25,95,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,B,Z,12,Subject Content 9 for Math,Assessment Area 9 for Math,98.4,79.08,32,48.43,26,90.12,48.31,72,84.52,44.27,65,10,E,67,88,58,53,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,B,A,14,Subject Content 10 for Math,Assessment Area 10 for Math,75.99,75.25,85,64.32,15,99.78,84.29,93,66.18,47.92,78,51,E,20,1,42,97,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,B,C,3,Subject Content 1 for Math,Assessment Area 1 for Math,74.46,12.28,20,6.03,84,58.45,83.03,16,18.59,8.64,7,28,E,72,52,98,50,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,A,C,19,Subject Content 2 for Math,Assessment Area 2 for Math,19.31,52.6,69,62.35,58,14.8,32.59,22,5.77,30.44,41,69,E,36,78,66,87,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,A,Z,11,Subject Content 3 for Math,Assessment Area 3 for Math,17.99,19.02,10,63.71,37,40.97,54.2,27,37.83,81.61,65,11,E,31,79,18,3,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,B,B,6,Subject Content 4 for Math,Assessment Area 4 for Math,85.85,21.9,12,7.5,63,32.02,93.61,94,99.28,8.32,99,39,E,22,44,85,89,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,D,C,10,Subject Content 5 for Math,Assessment Area 5 for Math,39.74,61.61,94,35.26,79,16.41,74.11,52,21.64,96.88,62,66,E,69,34,10,93,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,B,C,7,Subject Content 6 for Math,Assessment Area 6 for Math,29.74,64.94,96,63.59,18,21.06,34.29,13,99.89,75.48,78,29,E,39,11,72,46,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,B,A,4,Subject Content 7 for Math,Assessment Area 7 for Math,73.82,12.89,18,77.19,25,67.42,98.8,64,21.44,83.28,67,95,E,36,66,97,71,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,A,B,24,Subject Content 8 for Math,Assessment Area 8 for Math,72.66,39.73,30,86.08,100,85.83,88.86,80,92.86,71.68,98,50,E,24,26,90,64,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,D,D,18,Subject Content 9 for Math,Assessment Area 9 for Math,94.62,54.19,19,40.77,95,48.25,94.9,61,40.74,38.14,17,73,E,58,49,66,73,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,B,A,21,Subject Content 10 for Math,Assessment Area 10 for Math,62.82,83.77,37,75.92,40,94.28,58.03,15,81.69,37.4,63,39,E,96,96,35,60,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,A,A,15,Subject Content 1 for Math,Assessment Area 1 for Math,65.27,75.73,82,18.7,54,12.65,37.13,54,92.26,18.11,61,14,E,31,55,15,8,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,D,A,9,Subject Content 2 for Math,Assessment Area 2 for Math,71.36,97.83,13,46.55,93,55.67,1.92,99,14.72,66.12,98,20,E,7,26,51,78,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,A,B,8,Subject Content 3 for Math,Assessment Area 3 for Math,64.54,66.45,31,65.84,99,79.7,91.45,79,60.37,4.39,49,33,E,82,3,29,98,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,B,D,23,Subject Content 4 for Math,Assessment Area 4 for Math,70.6,4.8,57,18.96,27,93.5,66.22,90,96.24,99.37,90,62,E,58,69,56,21,Participation
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,6,Class 6,Math,C,C,16,Subject Content 5 for Math,Assessment Area 5 for Math,33.81,24.01,86,93.85,65,9.74,19.29,79,86.08,64.4,51,60,E,59,99,53,94,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,D,B,1,Subject Content 1 for Science,Assessment Area 1 for Science,88.25,93.19,63,69.07,42,22.12,75.03,35,38.67,24.16,62,67,E,68,78,37,40,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,B,Z,7,Subject Content 2 for Science,Assessment Area 2 for Science,23.3,39.31,51,18.15,24,43.62,15.96,81,67.68,47.03,23,32,E,2,19,17,74,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,C,C,17,Subject Content 3 for Science,Assessment Area 3 for Science,39.25,5.24,15,67.1,41,43.68,40.82,61,97.46,53.26,73,32,E,71,89,98,13,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,C,D,15,Subject Content 4 for Science,Assessment Area 4 for Science,79.93,38.35,92,86.12,79,98.03,86.25,27,69.51,97.16,2,57,E,18,11,15,39,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,A,D,25,Subject Content 5 for Science,Assessment Area 5 for Science,76.63,93.88,58,55.92,69,7.97,48.71,98,35.43,75.58,22,17,E,14,47,28,13,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,C,B,19,Subject Content 6 for Science,Assessment Area 6 for Science,5.02,31.74,17,36.39,85,97.79,63.37,88,38.35,64.75,67,21,E,28,63,49,87,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,B,D,16,Subject Content 7 for Science,Assessment Area 7 for Science,85.87,57.1,17,37.57,72,25.28,1.37,20,69.24,15.77,62,54,E,49,91,16,61,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,C,B,24,Subject Content 8 for Science,Assessment Area 8 for Science,24.06,72.93,41,95.77,85,79.9,49.65,37,22.34,93.49,7,42,E,7,36,35,8,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,B,D,4,Subject Content 9 for Science,Assessment Area 9 for Science,93.5,40.25,63,76.25,92,15.14,96.19,31,97.72,26.1,27,25,E,66,61,34,89,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,B,C,23,Subject Content 10 for Science,Assessment Area 10 for Science,59.07,29.44,85,24.42,22,10.89,8.24,21,9.1,78.16,7,69,E,67,8,11,14,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,C,B,22,Subject Content 1 for Science,Assessment Area 1 for Science,81.94,5.76,96,28.83,14,7.25,81.64,74,11.86,53.89,94,100,E,75,68,84,83,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,B,Z,5,Subject Content 2 for Science,Assessment Area 2 for Science,64.53,38.62,13,60.88,23,90.76,47.08,41,68.28,53.55,4,94,E,32,85,65,93,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,A,Z,11,Subject Content 3 for Science,Assessment Area 3 for Science,7.67,99.07,99,93.23,40,59.37,92.97,71,18.85,11.22,47,95,E,72,44,53,44,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,D,B,8,Subject Content 4 for Science,Assessment Area 4 for Science,88.1,60.51,22,84.49,15,65.88,18.16,31,33.62,40.79,11,26,E,50,28,73,29,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,C,Z,2,Subject Content 5 for Science,Assessment Area 5 for Science,79.52,3.96,54,10.31,44,38.86,41.32,19,1.43,96.47,11,12,E,45,43,93,3,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,D,A,9,Subject Content 6 for Science,Assessment Area 6 for Science,13.68,92.59,67,97.64,65,79.39,28.11,69,46.14,93,32,3,E,66,25,58,36,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,C,C,20,Subject Content 7 for Science,Assessment Area 7 for Science,79.49,47.39,43,61.07,50,62.3,98.86,14,69.44,83.53,88,98,E,80,37,48,43,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,A,A,21,Subject Content 8 for Science,Assessment Area 8 for Science,23.4,82.21,73,65.74,66,77.6,39.65,87,38.18,58.15,69,65,E,100,12,19,31,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,C,A,3,Subject Content 9 for Science,Assessment Area 9 for Science,36.54,62.79,60,90.6,61,69.48,31.92,42,39.31,5.67,89,12,E,55,47,37,100,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,B,C,18,Subject Content 10 for Science,Assessment Area 10 for Science,31.06,83.3,97,72.75,42,11.41,8.13,48,9.85,25.69,69,9,E,37,79,5,59,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,C,A,6,Subject Content 1 for Science,Assessment Area 1 for Science,21.41,64.52,67,9.14,84,52.78,66.26,90,26.41,27.32,95,54,E,62,78,63,64,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,B,C,12,Subject Content 2 for Science,Assessment Area 2 for Science,85.51,18.5,62,44.83,100,29.17,24.82,71,45.47,13.93,64,43,E,28,62,65,69,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,A,C,13,Subject Content 3 for Science,Assessment Area 3 for Science,77.71,87.98,57,28.79,76,68.96,48.06,69,50.27,34.07,20,58,E,53,65,61,47,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,A,C,14,Subject Content 4 for Science,Assessment Area 4 for Science,23.88,88.72,81,82.19,69,71.34,63.97,27,90.93,99.52,30,4,E,22,16,39,73,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Science,A,A,10,Subject Content 5 for Science,Assessment Area 5 for Science,2.66,69.43,86,72.07,63,38.13,65.9,48,73.38,3.84,90,4,E,16,40,75,77,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Math,D,A,11,Subject Content 1 for Math,Assessment Area 1 for Math,46.68,26.41,59,26.68,61,5.61,92.69,70,56.09,99.82,84,89,E,85,89,37,61,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Math,C,C,5,Subject Content 2 for Math,Assessment Area 2 for Math,90.6,35.37,49,78.91,39,57.13,77.43,21,4.29,83.71,22,59,E,62,56,72,32,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Math,D,Z,24,Subject Content 3 for Math,Assessment Area 3 for Math,73.3,3.97,87,33.56,29,40.66,76.86,83,31.67,98.81,99,97,E,21,34,89,28,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Math,B,Z,16,Subject Content 4 for Math,Assessment Area 4 for Math,17.99,71.62,52,72.98,58,19,80.48,40,67.59,59.76,64,92,E,12,5,67,51,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Math,D,Z,14,Subject Content 5 for Math,Assessment Area 5 for Math,99.14,1.29,64,39.97,96,30.59,30.77,18,11.48,62.45,20,11,E,96,19,8,94,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Math,C,C,13,Subject Content 6 for Math,Assessment Area 6 for Math,36.78,44.8,13,65.96,14,79.71,56.91,11,32.22,58.65,15,66,E,63,60,78,54,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Math,D,B,19,Subject Content 7 for Math,Assessment Area 7 for Math,95.43,16.27,29,0.42,99,60.28,5.2,26,47.06,92.66,3,13,E,74,12,67,33,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Math,C,A,20,Subject Content 8 for Math,Assessment Area 8 for Math,63.75,9.78,54,55.83,92,80.07,5.52,80,11.85,63.77,42,78,E,71,3,86,3,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Math,D,B,1,Subject Content 9 for Math,Assessment Area 9 for Math,62.67,79.14,27,7.49,13,73.75,80.75,32,10.09,69.69,45,90,E,11,28,35,89,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Math,C,D,9,Subject Content 10 for Math,Assessment Area 10 for Math,16.1,68.01,24,7.59,98,23.15,17.34,26,90.05,16.78,13,78,E,92,55,14,93,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Math,A,Z,15,Subject Content 1 for Math,Assessment Area 1 for Math,24.06,31.82,63,58.29,84,88.98,3.4,33,53.83,91.76,86,44,E,68,80,70,77,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Math,B,C,23,Subject Content 2 for Math,Assessment Area 2 for Math,31.44,60.84,28,79.38,18,39.26,29.91,22,25.53,86.71,9,20,E,97,79,79,67,Participation
"Christ King Catholic School, Bass Hill",2022,4,First Name 4,Last Name 4,1,Class 1,Math,C,A,4,Subject Content 3 for Math,Assessment Area 3 for Math,47.53,52.34,62,1.73,56,86.34,43.94,12,47.63,61.02,42,98,E,6,40,8,82,Participation
